DATE,PRCP,SNOW,SNWD,TMIN,TMAX
2020-02-16,0,0,0,30,44
2020-02-17,0,0,0,38,51
2020-02-18,0,0,0,38,47
2020-02-19,0,0,0,32,48
2020-02-20,0,0,0,26,35
2020-02-21,0,0,0,20,35
2020-02-22,0,0,0,30,50
2020-02-23,0,0,0,39,56
2020-02-24,0,0,0,41,62
2020-02-25,0.14,0,0,46,53
2020-02-26,0,0,0,43,48
2020-02-27,0.4,0,0,31,43
2020-02-28,0,0,0,29,42
2020-02-29,0,0,0,25,35
2020-03-01,0,0,0,25,44
2020-03-02,0,0,0,40,58
2020-03-03,0.26,0,0,49,59
2020-03-04,0,0,0,45,56
2020-03-05,0,0,0,39,51
2020-03-06,0.37,0,0,37,45
2020-03-07,0,0,0,36,48
2020-03-08,0,0,0,35,59
2020-03-09,0,0,0,47,72
2020-03-10,0,0,0,54,65
2020-03-11,0,0,0,43,57
2020-03-12,0.03,0,0,43,50
2020-03-13,0.26,0,0,45,70
2020-03-14,0,0,0,43,57
2020-03-15,0,0,0,40,54
2020-03-16,0,0,0,33,45
2020-03-17,0.16,0,0,41,54
2020-03-18,0,0,0,41,54
2020-03-19,0.93,0,0,41,52
2020-03-20,0,0,0,47,77
2020-03-21,0,0,0,40,65
2020-03-22,0,0,0,33,45
2020-03-23,1.16,0,0,36,41
2020-03-24,0,0,0,36,55
2020-03-25,0.01,0,0,40,45
2020-03-26,0,0,0,38,60
2020-03-27,0,0,0,50,69
2020-03-28,0.45,0,0,44,54
2020-03-29,0.05,0,0,44,47
2020-03-30,0.04,0,0,41,52
2020-03-31,0.06,0,0,41,49
2020-04-01,0,0,0,38,56
2020-04-02,0,0,0,38,58
2020-04-03,0.13,0,0,45,52
2020-04-04,0.02,0,0,46,62
2020-04-05,0,0,0,47,65
2020-04-06,0.07,0,0,49,66
2020-04-07,0,0,0,52,68
2020-04-08,0.2,0,0,49,64
2020-04-09,0.12,0,0,43,59
2020-04-10,0.01,0,0,37,49
2020-04-11,0,0,0,38,56
2020-04-12,0,0,0,44,63
2020-04-13,1.92,0,0,53,67
2020-04-14,0,0,0,47,60
2020-04-15,0,0,0,42,54
2020-04-16,0,0,0,38,50
2020-04-17,0.07,0,0,36,51
2020-04-18,0.22,0,0,41,46
2020-04-19,0,0,0,40,63
2020-04-20,0,0,0,48,57
2020-04-21,0.18,0,0,39,61
2020-04-22,0,0,0,36,51
2020-04-23,0.13,0,0,40,52
2020-04-24,0.48,0,0,42,49
2020-04-25,0,0,0,44,65
2020-04-26,0.22,0,0,42,51
2020-04-27,0,0,0,39,50
2020-04-28,0,0,0,41,67
2020-04-29,0.01,0,0,47,59
2020-04-30,0.71,0,0,49,60
2020-05-01,0.21,0,0,53,66
2020-05-02,0,0,0,51,73
2020-05-03,0.04,0,0,54,80
2020-05-04,0,0,0,50,75
2020-05-05,0,0,0,46,63
2020-05-06,0.06,0,0,45,52
2020-05-07,0,0,0,46,67
2020-05-08,0.45,0,0,36,57
2020-05-09,0.03,0,0,34,48
2020-05-10,0,0,0,39,64
2020-05-11,0.05,0,0,44,61
2020-05-12,0,0,0,43,59
2020-05-13,0,0,0,41,64
2020-05-14,0,0,0,47,67
2020-05-15,0.07,0,0,60,84
2020-05-16,0.01,0,0,59,77
2020-05-17,0,0,0,55,69
2020-05-18,0,0,0,54,70
2020-05-19,0,0,0,53,68
2020-05-20,0,0,0,49,66
2020-05-21,0,0,0,46,68
2020-05-22,0.03,0,0,54,77
2020-05-23,0.65,0,0,55,67
2020-05-24,0,0,0,52,67
2020-05-25,0,0,0,55,71
2020-05-26,0,0,0,58,78
2020-05-27,0,0,0,60,79
2020-05-28,0,0,0,64,76
2020-05-29,0.03,0,0,67,81
2020-05-30,0.02,0,0,67,81
2020-05-31,0,0,0,56,70
2020-06-01,0,0,0,51,70
2020-06-02,0,0,0,59,72
2020-06-03,0.45,0,0,60,79
2020-06-04,0.16,0,0,66,84
2020-06-05,0.26,0,0,69,79
2020-06-06,0.06,0,0,70,86
2020-06-07,0,0,0,63,76
2020-06-08,0,0,0,59,79
2020-06-09,0,0,0,65,87
2020-06-10,0,0,0,70,85
2020-06-11,0.05,0,0,70,84
2020-06-12,0,0,0,69,85
2020-06-13,0,0,0,59,75
2020-06-14,0,0,0,54,74
2020-06-15,0,0,0,59,75
2020-06-16,0,0,0,60,78
2020-06-17,0,0,0,60,78
2020-06-18,0,0,0,65,77
2020-06-19,0,0,0,65,83
2020-06-20,0,0,0,70,86
2020-06-21,0,0,0,70,88
2020-06-22,0,0,0,72,90
2020-06-23,0,0,0,74,87
2020-06-24,0,0,0,74,86
2020-06-25,0,0,0,72,87
2020-06-26,0,0,0,69,87
2020-06-27,0.09,0,0,72,80
2020-06-28,0.11,0,0,70,90
2020-06-29,0.58,0,0,65,87
2020-06-30,0,0,0,67,80
2020-07-01,0.03,0,0,67,80
2020-07-02,0,0,0,68,92
2020-07-03,0.13,0,0,71,90
2020-07-04,0,0,0,68,87
2020-07-05,0,0,0,72,92
2020-07-06,0.54,0,0,70,96
2020-07-07,0,0,0,72,82
2020-07-08,0.02,0,0,75,83
2020-07-09,0,0,0,75,89
2020-07-10,2.54,0,0,73,77
2020-07-11,0.76,0,0,72,83
2020-07-12,0.04,0,0,71,87
2020-07-13,0.02,0,0,70,86
2020-07-14,0,0,0,70,85
2020-07-15,0,0,0,70,82
2020-07-16,0,0,0,69,78
2020-07-17,0.03,0,0,69,84
2020-07-18,0,0,0,72,91
2020-07-19,0,0,0,77,94
2020-07-20,0,0,0,81,93
2020-07-21,0,0,0,77,91
2020-07-22,1.42,0,0,72,92
2020-07-23,0,0,0,73,86
2020-07-24,0.19,0,0,72,80
2020-07-25,0,0,0,72,88
2020-07-26,0,0,0,77,92
2020-07-27,0,0,0,76,93
2020-07-28,0,0,0,80,93
2020-07-29,0,0,0,77,90
2020-07-30,0.08,0,0,74,92
2020-07-31,0.78,0,0,70,82
2020-08-01,0,0,0,71,88
2020-08-02,0,0,0,77,89
2020-08-03,0.54,0,0,70,88
2020-08-04,0.55,0,0,70,79
2020-08-05,0,0,0,73,86
2020-08-06,0,0,0,71,82
2020-08-07,0.46,0,0,66,81
2020-08-08,0,0,0,68,83
2020-08-09,0,0,0,72,87
2020-08-10,0,0,0,76,92
2020-08-11,0,0,0,78,88
2020-08-12,1.76,0,0,72,90
2020-08-13,0.24,0,0,72,79
2020-08-14,0,0,0,73,86
2020-08-15,0,0,0,71,84
2020-08-16,0.21,0,0,67,72
2020-08-17,0.14,0,0,64,81
2020-08-18,0.2,0,0,63,82
2020-08-19,0.14,0,0,66,75
2020-08-20,0,0,0,62,80
2020-08-21,0,0,0,68,83
2020-08-22,0,0,0,73,88
2020-08-23,0,0,0,74,86
2020-08-24,0,0,0,75,90
2020-08-25,0.36,0,0,71,89
2020-08-26,0,0,0,67,77
2020-08-27,0.42,0,0,66,90
2020-08-28,0,0,0,71,85
2020-08-29,0.01,0,0,72,81
2020-08-30,0,0,0,67,79
2020-08-31,0,0,0,63,77
2020-09-01,0.23,0,0,66,77
2020-09-02,0.14,0,0,69,79
2020-09-03,0.71,0,0,70,85
2020-09-04,0,0,0,69,85
2020-09-05,0,0,0,65,80
2020-09-06,0,0,0,66,82
2020-09-07,0,0,0,66,79
2020-09-08,0,0,0,68,84
2020-09-09,0,0,0,69,81
2020-09-10,1.2,0,0,73,82
2020-09-11,0,0,0,64,76
2020-09-12,0,0,0,61,74
2020-09-13,0,0,0,61,74
2020-09-14,0,0,0,59,75
2020-09-15,0,0,0,54,66
2020-09-16,0,0,0,56,71
2020-09-17,0,0,0,64,75
2020-09-18,0,0,0,55,70
2020-09-19,0,0,0,50,63
2020-09-20,0,0,0,50,65
2020-09-21,0,0,0,49,65
2020-09-22,0,0,0,48,71
2020-09-23,0,0,0,57,79
2020-09-24,0,0,0,62,75
2020-09-25,0,0,0,62,77
2020-09-26,0,0,0,65,74
2020-09-27,0.03,0,0,67,79
2020-09-28,0.02,0,0,69,77
2020-09-29,0.47,0,0,67,74
2020-09-30,1.14,0,0,60,71
2020-10-01,0,0,0,60,72
2020-10-02,0.04,0,0,53,65
2020-10-03,0,0,0,52,66
2020-10-04,0,0,0,51,67
2020-10-05,0,0,0,53,70
2020-10-06,0,0,0,57,69
2020-10-07,0.02,0,0,60,74
2020-10-08,0,0,0,53,64
2020-10-09,0,0,0,50,69
2020-10-10,0,0,0,58,71
2020-10-11,0,0,0,57,67
2020-10-12,0.96,0,0,49,57
2020-10-13,0.34,0,0,53,58
2020-10-14,0,0,0,50,67
2020-10-15,0,0,0,57,71
2020-10-16,1.36,0,0,47,66
2020-10-17,0.01,0,0,44,59
2020-10-18,0,0,0,46,62
2020-10-19,0,0,0,51,65
2020-10-20,0,0,0,57,71
2020-10-21,0,0,0,59,68
2020-10-22,0,0,0,64,68
2020-10-23,0,0,0,63,69
2020-10-24,0,0,0,48,69
2020-10-25,0.02,0,0,45,53
2020-10-26,0.02,0,0,51,59
2020-10-27,0,0,0,52,59
2020-10-28,0.11,0,0,52,57
2020-10-29,1.53,0,0,46,56
2020-10-30,0.64,0,0,37,47
2020-10-31,0,0,0,32,46
2020-11-01,0.4,0,0,43,55
2020-11-02,0,0,0,38,44
2020-11-03,0,0,0,40,53
2020-11-04,0,0,0,40,62
2020-11-05,0,0,0,52,67
2020-11-06,0,0,0,56,70
2020-11-07,0,0,0,56,74
2020-11-08,0,0,0,56,75
2020-11-09,0,0,0,54,75
2020-11-10,0,0,0,60,74
2020-11-11,0.78,0,0,64,72
2020-11-12,0.24,0,0,46,68
2020-11-13,0.19,0,0,47,50
2020-11-14,0,0,0,42,52
2020-11-15,0.07,0,0,41,64
2020-11-16,0,0,0,44,55
2020-11-17,0,0,0,36,50
2020-11-18,0,0,0,30,36
2020-11-19,0,0,0,30,48
2020-11-20,0,0,0,45,63
2020-11-21,0,0,0,49,64
2020-11-22,0,0,0,44,59
2020-11-23,0.54,0,0,42,60
2020-11-24,0,0,0,41,48
2020-11-25,0,0,0,45,56
2020-11-26,0.79,0,0,55,65
2020-11-27,0,0,0,51,63
2020-11-28,0,0,0,44,56
2020-11-29,0,0,0,41,54
2020-11-30,0.98,0,0,50,63
2020-12-01,0,0,0,37,62
2020-12-02,0,0,0,36,43
2020-12-03,0,0,0,35,50
2020-12-04,0.11,0,0,44,52
2020-12-05,1.02,0,0,39,47
2020-12-06,0,0,0,33,40
2020-12-07,0,0,0,32,40
2020-12-08,0,0,0,30,36
2020-12-09,0.05,0,0,31,38
2020-12-10,0,0,0,36,49
2020-12-11,0,0,0,39,57
2020-12-12,0,0,0,46,58
2020-12-13,0,0,0,47,62
2020-12-14,0.26,0,0,35,47
2020-12-15,0,0,0,30,39
2020-12-16,0.86,6.5,0,24,31
2020-12-17,0.66,4,9.1,24,33
2020-12-18,0,0,7.9,24,32
2020-12-19,0,0,7.1,20,32
2020-12-20,0.01,0,5.9,31,40
2020-12-21,0,0,5.1,37,46
2020-12-22,0,0,3.1,38,46
2020-12-23,0,0,2,36,45
2020-12-24,0.24,0,1.2,43,59
2020-12-25,0.92,0,0,29,61
2020-12-26,0,0,0,24,32
2020-12-27,0,0,0,24,37
2020-12-28,0,0,0,35,50
2020-12-29,0,0,0,30,43
2020-12-30,0,0,0,28,43
2020-12-31,0.48,0,0,36,48
2021-01-01,0.62,0,0,33,40
2021-01-02,0.05,0,0,36,51
2021-01-03,0.22,0,0,34,38
2021-01-04,0.02,0,0,35,43
2021-01-05,0,0,0,36,42
2021-01-06,0,0,0,34,41
2021-01-07,0,0,0,30,41
2021-01-08,0,0,0,27,37
2021-01-09,0,0,0,24,37
2021-01-10,0,0,0,29,41
2021-01-11,0,0,0,28,37
2021-01-12,0,0,0,33,44
2021-01-13,0,0,0,35,43
2021-01-14,0,0,0,39,49
2021-01-15,0.38,0,0,38,46
2021-01-16,0.78,0,0,37,47
2021-01-17,0,0,0,35,44
2021-01-18,0,0,0,37,45
2021-01-19,0,0,0,35,43
2021-01-20,0.02,0,0,27,40
2021-01-21,0,0,0,25,43
2021-01-22,0,0,0,36,45
2021-01-23,0,0,0,24,36
2021-01-24,0,0,0,22,32
2021-01-25,0,0,0,23,37
2021-01-26,0.1,0.1,0,31,34
2021-01-27,0,0,0,31,37
2021-01-28,0,0,0,20,34
2021-01-29,0,0,0,14,25
2021-01-30,0,0,0,17,32
2021-01-31,0.12,2,0,20,26
2021-02-01,1.85,14.8,5.1,22,34
2021-02-02,0.13,0.4,14.2,30,33
2021-02-03,0.01,0.2,13,29,37
2021-02-04,0,0,11,31,43
2021-02-05,0.07,0,9.1,37,47
2021-02-06,0,0,7.1,34,44
2021-02-07,0.39,4.5,5.9,24,40
2021-02-08,0,0,9.8,17,29
2021-02-09,0,0,9.1,27,33
2021-02-10,0.01,0,9.1,26,35
2021-02-11,0.1,1.3,9.1,26,33
2021-02-12,0,0,7.9,20,30
2021-02-13,0,0,7.9,25,30
2021-02-14,0,0,7.9,27,38
2021-02-15,0.02,0,7.1,31,36
2021-02-16,0.82,0,5.9,34,51
2021-02-17,0,0,3.1,22,34
2021-02-18,0.45,3.2,2,24,30
2021-02-19,0.14,1.2,5.1,28,33
2021-02-20,0,0,5.9,26,35
2021-02-21,0,0,5.1,24,37
2021-02-22,0.52,0.4,3.1,32,39
2021-02-23,0.01,0,3.1,36,45
2021-02-24,0,0,2,39,54
2021-02-25,0,0,0,40,50
2021-02-26,0,0,0,33,45
2021-02-27,0.39,0,0,38,50
2021-02-28,0.22,0,0,41,45
2021-03-01,0.16,0,0,31,49
2021-03-02,0,0,0,21,33
2021-03-03,0,0,0,32,52
2021-03-04,0,0,0,27,45
2021-03-05,0,0,0,23,37
2021-03-06,0,0,0,29,34
2021-03-07,0,0,0,29,41
2021-03-08,0,0,0,26,43
2021-03-09,0,0,0,42,64
2021-03-10,0,0,0,41,54
2021-03-11,0,0,0,44,71
2021-03-12,0,0,0,52,68
2021-03-13,0,0,0,33,52
2021-03-14,0,0,0,31,54
2021-03-15,0,0,0,24,39
2021-03-16,0,0,0,29,37
2021-03-17,0,0,0,34,47
2021-03-18,0.6,0,0,41,47
2021-03-19,0.07,0,0,31,43
2021-03-20,0,0,0,33,59
2021-03-21,0,0,0,42,63
2021-03-22,0,0,0,42,62
2021-03-23,0,0,0,43,66
2021-03-24,1.27,0,0,47,56
2021-03-25,0.01,0,0,49,68
2021-03-26,0.19,0,0,52,82
2021-03-27,0,0,0,50,69
2021-03-28,0.76,0,0,48,60
2021-03-29,0,0,0,45,55
2021-03-30,0,0,0,42,61
2021-03-31,0.35,0,0,50,67
2021-04-01,0.03,0,0,38,58
2021-04-02,0,0,0,28,39
2021-04-03,0,0,0,32,53
2021-04-04,0,0,0,45,65
2021-04-05,0,0,0,48,68
2021-04-06,0,0,0,47,70
2021-04-07,0,0,0,51,72
2021-04-08,0,0,0,49,70
2021-04-09,0.01,0,0,49,59
2021-04-10,0.01,0,0,51,70
2021-04-11,0.42,0,0,47,57
2021-04-12,0.49,0,0,45,51
2021-04-13,0.06,0,0,44,65
2021-04-14,0,0,0,48,72
2021-04-15,0.83,0,0,45,58
2021-04-16,0.04,0,0,41,53
2021-04-17,0,0,0,43,56
2021-04-18,0,0,0,49,64
2021-04-19,0,0,0,52,65
2021-04-20,0,0,0,53,76
2021-04-21,0.11,0,0,39,68
2021-04-22,0,0,0,36,48
2021-04-23,0,0,0,39,64
2021-04-24,0,0,0,52,72
2021-04-25,0.59,0,0,49,63
2021-04-26,0,0,0,41,60
2021-04-27,0,0,0,46,64
2021-04-28,0.05,0,0,52,85
2021-04-29,0.02,0,0,59,75
2021-04-30,0.03,0,0,46,71
2021-05-01,0,0,0,42,65
2021-05-02,0,0,0,56,82
2021-05-03,0.58,0,0,52,66
2021-05-04,0.23,0,0,52,73
2021-05-05,0.31,0,0,52,62
2021-05-06,0,0,0,50,66
2021-05-07,0,0,0,49,66
2021-05-08,0.05,0,0,48,55
2021-05-09,0.47,0,0,46,65
2021-05-10,0.03,0,0,47,60
2021-05-11,0,0,0,49,67
2021-05-12,0,0,0,46,68
2021-05-13,0,0,0,50,72
2021-05-14,0,0,0,52,76
2021-05-15,0,0,0,55,79
2021-05-16,0.01,0,0,59,75
2021-05-17,0,0,0,56,78
2021-05-18,0,0,0,60,82
2021-05-19,0,0,0,65,86
2021-05-20,0,0,0,59,76
2021-05-21,0,0,0,58,79
2021-05-22,0,0,0,65,89
2021-05-23,0,0,0,68,88
2021-05-24,0,0,0,59,68
2021-05-25,0,0,0,58,73
2021-05-26,0.07,0,0,65,86
2021-05-27,0.02,0,0,65,81
2021-05-28,1.22,0,0,49,69
2021-05-29,0.46,0,0,47,51
2021-05-30,0.89,0,0,47,51
2021-05-31,0.02,0,0,49,70
2021-06-01,0,0,0,57,76
2021-06-02,0,0,0,62,75
2021-06-03,0.38,0,0,60,74
2021-06-04,0.39,0,0,63,78
2021-06-05,0,0,0,66,89
2021-06-06,0,0,0,76,92
2021-06-07,0.07,0,0,76,91
2021-06-08,0.47,0,0,72,90
2021-06-09,0.01,0,0,72,90
2021-06-10,0,0,0,65,84
2021-06-11,0,0,0,62,69
2021-06-12,0,0,0,62,69
2021-06-13,0.01,0,0,62,76
2021-06-14,0.22,0,0,64,73
2021-06-15,0,0,0,66,80
2021-06-16,0,0,0,62,77
2021-06-17,0,0,0,57,78
2021-06-18,0,0,0,63,84
2021-06-19,0.14,0,0,65,88
2021-06-20,0,0,0,66,86
2021-06-21,0,0,0,75,86
2021-06-22,0.24,0,0,59,78
2021-06-23,0,0,0,55,76
2021-06-24,0,0,0,61,77
2021-06-25,0,0,0,64,81
2021-06-26,0.04,0,0,68,83
2021-06-27,0,0,0,73,90
2021-06-28,0,0,0,76,92
2021-06-29,0,0,0,78,95
2021-06-30,0.65,0,0,73,98
2021-07-01,0.9,0,0,72,84
2021-07-02,0.67,0,0,62,79
2021-07-03,0.34,0,0,59,66
2021-07-04,0,0,0,60,79
2021-07-05,0,0,0,67,83
2021-07-06,0.55,0,0,71,92
2021-07-07,0,0,0,71,91
2021-07-08,2.27,0,0,71,84
2021-07-09,2.06,0,0,70,85
2021-07-10,0.27,0,0,68,81
2021-07-11,0.01,0,0,70,78
2021-07-12,1.42,0,0,72,86
2021-07-13,0,0,0,69,72
2021-07-14,0,0,0,69,87
2021-07-15,0,0,0,74,89
2021-07-16,0,0,0,79,91
2021-07-17,0.62,0,0,73,91
2021-07-18,0.03,0,0,72,84
2021-07-19,0.01,0,0,71,81
2021-07-20,0,0,0,73,86
2021-07-21,0.05,0,0,70,80
2021-07-22,0,0,0,67,81
2021-07-23,0.01,0,0,67,83
2021-07-24,0,0,0,67,84
2021-07-25,0.49,0,0,66,83
2021-07-26,0.78,0,0,72,88
2021-07-27,0,0,0,73,89
2021-07-28,0.14,0,0,69,81
2021-07-29,0.47,0,0,69,77
2021-07-30,0,0,0,67,82
2021-07-31,0,0,0,60,77
2021-08-01,0.04,0,0,66,77
2021-08-02,0,0,0,63,80
2021-08-03,0,0,0,65,79
2021-08-04,0,0,0,67,76
2021-08-05,0,0,0,69,81
2021-08-06,0,0,0,70,88
2021-08-07,0,0,0,73,87
2021-08-08,0.21,0,0,66,77
2021-08-09,0,0,0,69,81
2021-08-10,0.83,0,0,71,84
2021-08-11,0.18,0,0,73,89
2021-08-12,0,0,0,74,93
2021-08-13,0,0,0,78,94
2021-08-14,0,0,0,76,88
2021-08-15,0,0,0,70,83
2021-08-16,0,0,0,69,83
2021-08-17,0,0,0,73,81
2021-08-18,0,0,0,74,83
2021-08-19,0.2,0,0,75,85
2021-08-20,0,0,0,75,82
2021-08-21,4.45,0,0,73,82
2021-08-22,2.67,0,0,70,76
2021-08-23,1.07,0,0,71,83
2021-08-24,0,0,0,72,89
2021-08-25,0,0,0,72,91
2021-08-26,0,0,0,78,91
2021-08-27,0.67,0,0,75,93
2021-08-28,0,0,0,68,80
2021-08-29,0,0,0,67,76
2021-08-30,0,0,0,73,85
2021-08-31,0,0,0,73,83
2021-09-01,7.13,0,0,63,78
2021-09-02,0.1,0,0,61,77
2021-09-03,0,0,0,59,74
2021-09-04,0,0,0,61,79
2021-09-05,0.02,0,0,67,74
2021-09-06,0,0,0,69,81
2021-09-07,0,0,0,65,79
2021-09-08,0,0,0,70,82
2021-09-09,0.26,0,0,68,76
2021-09-10,0,0,0,63,74
2021-09-11,0,0,0,60,76
2021-09-12,0,0,0,66,81
2021-09-13,0.12,0,0,67,83
2021-09-14,0,0,0,67,80
2021-09-15,0,0,0,71,85
2021-09-16,0,0,0,71,76
2021-09-17,0,0,0,69,75
2021-09-18,0,0,0,69,84
2021-09-19,0,0,0,64,76
2021-09-20,0,0,0,63,75
2021-09-21,0.09,0,0,63,76
2021-09-22,0.01,0,0,72,79
2021-09-23,1.37,0,0,64,79
2021-09-24,0.66,0,0,57,72
2021-09-25,0,0,0,57,75
2021-09-26,0,0,0,61,71
2021-09-27,0,0,0,62,78
2021-09-28,0.27,0,0,61,71
2021-09-29,0,0,0,54,68
2021-09-30,0,0,0,55,65
2021-10-01,0,0,0,51,67
2021-10-02,0,0,0,57,74
2021-10-03,0,0,0,61,77
2021-10-04,0.15,0,0,62,73
2021-10-05,0,0,0,60,65
2021-10-06,0,0,0,61,69
2021-10-07,0,0,0,62,73
2021-10-08,0,0,0,61,76
2021-10-09,0,0,0,60,67
2021-10-10,0.11,0,0,61,66
2021-10-11,0,0,0,61,71
2021-10-12,0,0,0,61,69
2021-10-13,0,0,0,61,69
2021-10-14,0,0,0,62,76
2021-10-15,0,0,0,63,79
2021-10-16,0.25,0,0,56,76
2021-10-17,0,0,0,51,61
2021-10-18,0,0,0,49,58
2021-10-19,0,0,0,47,66
2021-10-20,0,0,0,56,75
2021-10-21,0,0,0,59,73
2021-10-22,0,0,0,57,69
2021-10-23,0.01,0,0,48,59
2021-10-24,0.03,0,0,47,59
2021-10-25,0.23,0,0,55,73
2021-10-26,3.3,0,0,54,63
2021-10-27,0.16,0,0,53,61
2021-10-28,0,0,0,49,57
2021-10-29,0.41,0,0,47,56
2021-10-30,0.57,0,0,53,64
2021-10-31,0.04,0,0,55,63
2021-11-01,0,0,0,50,58
2021-11-02,0,0,0,44,53
2021-11-03,0,0,0,41,51
2021-11-04,0,0,0,39,50
2021-11-05,0,0,0,39,51
2021-11-06,0,0,0,40,52
2021-11-07,0,0,0,40,53
2021-11-08,0,0,0,44,63
2021-11-09,0,0,0,50,68
2021-11-10,0,0,0,49,64
2021-11-11,0.01,0,0,45,61
2021-11-12,0.48,0,0,51,65
2021-11-13,0.33,0,0,40,62
2021-11-14,0.02,0,0,38,48
2021-11-15,0,0,0,39,47
2021-11-16,0,0,0,36,49
2021-11-17,0,0,0,38,57
2021-11-18,0.09,0,0,46,69
2021-11-19,0.01,0,0,39,48
2021-11-20,0,0,0,35,47
2021-11-21,0.01,0,0,44,56
2021-11-22,0.04,0,0,35,55
2021-11-23,0,0,0,32,42
2021-11-24,0,0,0,30,45
2021-11-25,0.01,0,0,39,56
2021-11-26,0.12,0,0,37,47
2021-11-27,0,0,0,34,39
2021-11-28,0,0,0,33,41
2021-11-29,0,0,0,33,45
2021-11-30,0,0,0,31,41
2021-12-01,0,0,0,40,49
2021-12-02,0.04,0,0,45,58
2021-12-03,0,0,0,37,48
2021-12-04,0,0,0,36,48
2021-12-05,0,0,0,39,49
2021-12-06,0.42,0,0,43,61
2021-12-07,0,0,0,36,43
2021-12-08,0.04,0,0,34,42
2021-12-09,0,0,0,31,39
2021-12-10,0,0,0,38,50
2021-12-11,0.17,0,0,45,66
2021-12-12,0,0,0,42,56
2021-12-13,0,0,0,40,53
2021-12-14,0,0,0,44,53
2021-12-15,0,0,0,40,57
2021-12-16,0,0,0,54,62
2021-12-17,0,0,0,48,60
2021-12-18,0.06,0,0,39,48
2021-12-19,0.02,0,0,28,45
2021-12-20,0,0,0,25,37
2021-12-21,0,0,0,31,43
2021-12-22,0.12,0,0,33,47
2021-12-23,0,0,0,31,36
2021-12-24,0.03,0.2,0,30,40
2021-12-25,0.16,0,0,36,52
2021-12-26,0,0,0,39,51
2021-12-27,0.09,0,0,34,39
2021-12-28,0.05,0,0,36,47
2021-12-29,0.14,0,0,41,44
2021-12-30,0.05,0,0,43,49
2021-12-31,0,0,0,48,55
2022-01-01,0.79,0,0,50,56
2022-01-02,0.04,0,0,37,59
2022-01-03,0,0,0,22,37
2022-01-04,0,0,0,19,34
2022-01-05,0.23,0,0,31,47
2022-01-06,0,0,0,34,41
2022-01-07,0.38,5.8,5.9,25,34
2022-01-08,0,0,3.1,20,30
2022-01-09,0.1,0,3.1,29,40
2022-01-10,0,0,0,24,40
2022-01-11,0,0,0,15,24
2022-01-12,0,0,0,20,40
2022-01-13,0,0,0,34,48
2022-01-14,0,0,0,21,43
2022-01-15,0,0,0,10,21
2022-01-16,0.37,0.8,0,10,37
2022-01-17,1.16,0,0,34,44
2022-01-18,0,0,0,29,36
2022-01-19,0,0,0,28,49
2022-01-20,0.3,0,0,22,46
2022-01-21,0,0,0,14,22
2022-01-22,0,0,0,13,29
2022-01-23,0.02,0.2,0,24,37
2022-01-24,0,0,0,26,36
2022-01-25,0,0,0,28,42
2022-01-26,0,0,0,20,28
2022-01-27,0,0,0,17,32
2022-01-28,0.13,1.2,0,29,32
2022-01-29,0.77,7.3,5.9,12,29
2022-01-30,0,0,7.1,12,26
2022-01-31,0,0,5.9,21,31
2022-02-01,0,0,5.9,23,36
2022-02-02,0,0,3.9,32,47
2022-02-03,0.42,0,2,42,52
2022-02-04,0.72,0,0,26,57
2022-02-05,0,0,0,19,27
2022-02-06,0,0,0,17,30
2022-02-07,0.15,0,0,30,37
2022-02-08,0.07,0,0,32,45
2022-02-09,0,0,0,29,46
2022-02-10,0,0,0,37,54
2022-02-11,0,0,0,38,57
2022-02-12,0,0,0,42,59
2022-02-13,0.23,1.6,1.2,25,42
2022-02-14,0,0,1.2,16,25
2022-02-15,0,0,0,16,30
2022-02-16,0,0,0,28,49
2022-02-17,0.31,0,0,49,68
2022-02-18,0.33,0,0,27,63
2022-02-19,0,0,0,23,40
2022-02-20,0,0,0,21,36
2022-02-21,0,0,0,32,55
2022-02-22,0.26,0,0,37,61
2022-02-23,0,0,0,35,68
2022-02-24,0,0,0,29,35
2022-02-25,0.74,0.4,0,26,41
2022-02-26,0,0,0,24,37
2022-02-27,0,0,0,28,48
2022-02-28,0,0,0,26,36
2022-03-01,0,0,0,31,48
2022-03-02,0,0,0,40,52
2022-03-03,0.03,0,0,24,48
2022-03-04,0,0,0,21,37
2022-03-05,0,0,0,32,46
2022-03-06,0.06,0,0,43,68
2022-03-07,0.03,0,0,50,74
2022-03-08,0,0,0,39,50
2022-03-09,0.56,0.4,0,33,41
2022-03-10,0,0,0,33,51
2022-03-11,0,0,0,40,55
2022-03-12,0.5,0,0,24,48
2022-03-13,0,0,0,22,35
2022-03-14,0,0,0,33,56
2022-03-15,0,0,0,46,68
2022-03-16,0,0,0,48,67
2022-03-17,0.08,0,0,45,53
2022-03-18,0,0,0,50,74
2022-03-19,0.05,0,0,49,70
2022-03-20,0,0,0,46,61
2022-03-21,0,0,0,44,62
2022-03-22,0,0,0,43,58
2022-03-23,0.06,0,0,38,49
2022-03-24,0.93,0,0,38,47
2022-03-25,0.02,0,0,44,60
2022-03-26,0,0,0,42,53
2022-03-27,0,0,0,28,46
2022-03-28,0,0,0,23,33
2022-03-29,0,0,0,24,38
2022-03-30,0,0,0,29,47
2022-03-31,0.07,0,0,45,66
2022-04-01,0.28,0,0,43,61
2022-04-02,0,0,0,38,54
2022-04-03,0.12,0,0,40,48
2022-04-04,0,0,0,39,54
2022-04-05,0.04,0,0,45,57
2022-04-06,0.45,0,0,44,53
